"Category","Phase","Order","System","Project","ScopeArea","ItemType","ItemName","Action","Details","AcceptanceCriteria","Owner","TimeboxMinutes","Notes","Track","ExecutionMode","Priority","Risk","DependsOn","ProjectPath","FileTargets","Status"
"Cross-Project Review","Phase 4: Inventory Reset + Review Pass 2","45","Debug Work","Bluelock","Project","RoadmapItem","Task45","Debug and validate","Debug implementation and integration issues for this scope, capture evidence, and document fixes.","Issue reproduced or validated, fix/result documented, and evidence linked.","Lead","1","Canonicalized from FULL 202-row scope lock.","debug","debug_now","P1","medium","Task44","Bluelock/**;Bluelock/VAutoZone.csproj","**/Commands/**/*.cs|**/*Command*.cs|**/Services/**/*.cs|**/*Service*.cs|**/*System*.cs|**/Plugin.cs|**/Models/**/*.cs|**/Data/**/*.cs|**/*Model*.cs|**/*Data*.cs|**/*.csproj","planned"
"Cross-Project Review","Phase 4: Inventory Reset + Review Pass 2","46","Debug Work","Bluelock","Project","RoadmapItem","Task46","Debug and validate","Debug implementation and integration issues for this scope, capture evidence, and document fixes.","Issue reproduced or validated, fix/result documented, and evidence linked.","Lead","1","Canonicalized from FULL 202-row scope lock.","debug","debug_now","P1","medium","Task45","Bluelock/**;Bluelock/VAutoZone.csproj","**/Commands/**/*.cs|**/*Command*.cs|**/Services/**/*.cs|**/*Service*.cs|**/*System*.cs|**/Plugin.cs|**/Models/**/*.cs|**/Data/**/*.cs|**/*Model*.cs|**/*Data*.cs|**/*.csproj","planned"
"Cross-Project Review","Phase 4: Inventory Reset + Review Pass 2","47","Debug Work","Bluelock","Project","RoadmapItem","Task47","Debug and validate","Debug implementation and integration issues for this scope, capture evidence, and document fixes.","Issue reproduced or validated, fix/result documented, and evidence linked.","Lead","1","Canonicalized from FULL 202-row scope lock.","debug","debug_now","P1","medium","Task46","Bluelock/**;Bluelock/VAutoZone.csproj","**/Commands/**/*.cs|**/*Command*.cs|**/Services/**/*.cs|**/*Service*.cs|**/*System*.cs|**/Plugin.cs|**/Models/**/*.cs|**/Data/**/*.cs|**/*Model*.cs|**/*Data*.cs|**/*.csproj","planned"
"Cross-Project Review","Phase 4: Inventory Reset + Review Pass 2","48","Debug Work","Bluelock","Project","RoadmapItem","Task48","Debug and validate","Debug implementation and integration issues for this scope, capture evidence, and document fixes.","Issue reproduced or validated, fix/result documented, and evidence linked.","Lead","1","Canonicalized from FULL 202-row scope lock.","debug","debug_now","P1","medium","Task47","Bluelock/**;Bluelock/VAutoZone.csproj","**/Commands/**/*.cs|**/*Command*.cs|**/Services/**/*.cs|**/*Service*.cs|**/*System*.cs|**/Plugin.cs|**/Models/**/*.cs|**/Data/**/*.cs|**/*Model*.cs|**/*Data*.cs|**/*.csproj","planned"
"Cross-Project Review","Phase 4: Inventory Reset + Review Pass 2","49","Debug Work","Bluelock","Project","RoadmapItem","Task49","Debug and validate","Debug implementation and integration issues for this scope, capture evidence, and document fixes.","Issue reproduced or validated, fix/result documented, and evidence linked.","Lead","1","Canonicalized from FULL 202-row scope lock.","debug","debug_now","P1","medium","Task48","Bluelock/**;Bluelock/VAutoZone.csproj","**/Commands/**/*.cs|**/*Command*.cs|**/Services/**/*.cs|**/*Service*.cs|**/*System*.cs|**/Plugin.cs|**/Models/**/*.cs|**/Data/**/*.cs|**/*Model*.cs|**/*Data*.cs|**/*.csproj","planned"
"System","Phase 5: Debug Restrictions + Review Pass 3","50","Debug Work","Global","Global","FeatureItem","Task50","Debug and validate","Debug implementation and integration issues for this scope, capture evidence, and document fixes.","Issue reproduced or validated, fix/result documented, and evidence linked.","GameplayDev","3","Canonicalized from FULL 202-row scope lock.","debug","debug_now","P2","medium","Task43","Core/**;Bluelock/**;CycleBorn/**","**/Commands/**/*.cs|**/*Command*.cs|**/Services/**/*.cs|**/*Service*.cs|**/*System*.cs|**/Plugin.cs|**/Models/**/*.cs|**/Data/**/*.cs|**/*Model*.cs|**/*Data*.cs|**/*.csproj","planned"
"System","Phase 5: Debug Restrictions + Review Pass 3","51","Debug Work","Global","Global","FeatureItem","Task51","Debug and validate","Debug implementation and integration issues for this scope, capture evidence, and document fixes.","Issue reproduced or validated, fix/result documented, and evidence linked.","GameplayDev","3","Canonicalized from FULL 202-row scope lock.","debug","debug_now","P2","medium","Task50","Core/**;Bluelock/**;CycleBorn/**","**/Commands/**/*.cs|**/*Command*.cs|**/Services/**/*.cs|**/*Service*.cs|**/*System*.cs|**/Plugin.cs|**/Models/**/*.cs|**/Data/**/*.cs|**/*Model*.cs|**/*Data*.cs|**/*.csproj","planned"
"System","Phase 5: Debug Restrictions + Review Pass 3","52","Debug Work","Global","Global","FeatureItem","Task52","Debug and validate","Debug implementation and integration issues for this scope, capture evidence, and document fixes.","Issue reproduced or validated, fix/result documented, and evidence linked.","GameplayDev","3","Canonicalized from FULL 202-row scope lock.","debug","debug_now","P2","medium","Task51","Core/**;Bluelock/**;CycleBorn/**","**/Commands/**/*.cs|**/*Command*.cs|**/Services/**/*.cs|**/*Service*.cs|**/*System*.cs|**/Plugin.cs|**/Models/**/*.cs|**/Data/**/*.cs|**/*Model*.cs|**/*Data*.cs|**/*.csproj","planned"
"System","Phase 5: Debug Restrictions + Review Pass 3","53","Debug Work","Global","Global","FeatureItem","Task53","Debug and validate","Debug implementation and integration issues for this scope, capture evidence, and document fixes.","Issue reproduced or validated, fix/result documented, and evidence linked.","GameplayDev","3","Canonicalized from FULL 202-row scope lock.","debug","debug_now","P2","medium","Task52","Core/**;Bluelock/**;CycleBorn/**","**/Commands/**/*.cs|**/*Command*.cs|**/Services/**/*.cs|**/*Service*.cs|**/*System*.cs|**/Plugin.cs|**/Models/**/*.cs|**/Data/**/*.cs|**/*Model*.cs|**/*Data*.cs|**/*.csproj","planned"
"System","Phase 5: Debug Restrictions + Review Pass 3","54","Debug Work","Global","Global","FeatureItem","Task54","Debug and validate","Debug implementation and integration issues for this scope, capture evidence, and document fixes.","Issue reproduced or validated, fix/result documented, and evidence linked.","GameplayDev","3","Canonicalized from FULL 202-row scope lock.","debug","debug_now","P2","medium","Task53","Core/**;Bluelock/**;CycleBorn/**","**/Commands/**/*.cs|**/*Command*.cs|**/Services/**/*.cs|**/*Service*.cs|**/*System*.cs|**/Plugin.cs|**/Models/**/*.cs|**/Data/**/*.cs|**/*Model*.cs|**/*Data*.cs|**/*.csproj","planned"
"System","Phase 5: Debug Restrictions + Review Pass 3","55","Debug Work","Global","Global","FeatureItem","Task55","Debug and validate","Debug implementation and integration issues for this scope, capture evidence, and document fixes.","Issue reproduced or validated, fix/result documented, and evidence linked.","GameplayDev","3","Canonicalized from FULL 202-row scope lock.","debug","debug_now","P2","medium","Task54","Core/**;Bluelock/**;CycleBorn/**","**/Commands/**/*.cs|**/*Command*.cs|**/Services/**/*.cs|**/*Service*.cs|**/*System*.cs|**/Plugin.cs|**/Models/**/*.cs|**/Data/**/*.cs|**/*Model*.cs|**/*Data*.cs|**/*.csproj","planned"
"System","Phase 5: Debug Restrictions + Review Pass 3","56","Debug Work","Global","Global","FeatureItem","Task56","Debug and validate","Debug implementation and integration issues for this scope, capture evidence, and document fixes.","Issue reproduced or validated, fix/result documented, and evidence linked.","GameplayDev","3","Canonicalized from FULL 202-row scope lock.","debug","debug_now","P2","medium","Task55","Core/**;Bluelock/**;CycleBorn/**","**/Commands/**/*.cs|**/*Command*.cs|**/Services/**/*.cs|**/*Service*.cs|**/*System*.cs|**/Plugin.cs|**/Models/**/*.cs|**/Data/**/*.cs|**/*Model*.cs|**/*Data*.cs|**/*.csproj","planned"
"Cross-Project Review","Phase 5: Debug Restrictions + Review Pass 3","57","Debug Work","CycleBorn","Project","RoadmapItem","Task57","Debug and validate","Debug implementation and integration issues for this scope, capture evidence, and document fixes.","Issue reproduced or validated, fix/result documented, and evidence linked.","Lead","1","Canonicalized from FULL 202-row scope lock.","debug","debug_now","P2","medium","Task49","CycleBorn/**;CycleBorn/Vlifecycle.csproj","**/Commands/**/*.cs|**/*Command*.cs|**/Services/**/*.cs|**/*Service*.cs|**/*System*.cs|**/Plugin.cs|**/Models/**/*.cs|**/Data/**/*.cs|**/*Model*.cs|**/*Data*.cs|**/*.csproj","planned"
"Cross-Project Review","Phase 5: Debug Restrictions + Review Pass 3","58","Debug Work","CycleBorn","Project","RoadmapItem","Task58","Debug and validate","Debug implementation and integration issues for this scope, capture evidence, and document fixes.","Issue reproduced or validated, fix/result documented, and evidence linked.","Lead","1","Canonicalized from FULL 202-row scope lock.","debug","debug_now","P2","medium","Task57","CycleBorn/**;CycleBorn/Vlifecycle.csproj","**/Commands/**/*.cs|**/*Command*.cs|**/Services/**/*.cs|**/*Service*.cs|**/*System*.cs|**/Plugin.cs|**/Models/**/*.cs|**/Data/**/*.cs|**/*Model*.cs|**/*Data*.cs|**/*.csproj","planned"
"Cross-Project Review","Phase 5: Debug Restrictions + Review Pass 3","59","Debug Work","CycleBorn","Project","RoadmapItem","Task59","Debug and validate","Debug implementation and integration issues for this scope, capture evidence, and document fixes.","Issue reproduced or validated, fix/result documented, and evidence linked.","Lead","1","Canonicalized from FULL 202-row scope lock.","debug","debug_now","P2","medium","Task58","CycleBorn/**;CycleBorn/Vlifecycle.csproj","**/Commands/**/*.cs|**/*Command*.cs|**/Services/**/*.cs|**/*Service*.cs|**/*System*.cs|**/Plugin.cs|**/Models/**/*.cs|**/Data/**/*.cs|**/*Model*.cs|**/*Data*.cs|**/*.csproj","planned"
"Cross-Project Review","Phase 5: Debug Restrictions + Review Pass 3","60","Debug Work","CycleBorn","Project","RoadmapItem","Task60","Debug and validate","Debug implementation and integration issues for this scope, capture evidence, and document fixes.","Issue reproduced or validated, fix/result documented, and evidence linked.","Lead","1","Canonicalized from FULL 202-row scope lock.","debug","debug_now","P2","medium","Task59","CycleBorn/**;CycleBorn/Vlifecycle.csproj","**/Commands/**/*.cs|**/*Command*.cs|**/Services/**/*.cs|**/*Service*.cs|**/*System*.cs|**/Plugin.cs|**/Models/**/*.cs|**/Data/**/*.cs|**/*Model*.cs|**/*Data*.cs|**/*.csproj","planned"
"Cross-Project Review","Phase 5: Debug Restrictions + Review Pass 3","61","Debug Work","CycleBorn","Project","RoadmapItem","Task61","Debug and validate","Debug implementation and integration issues for this scope, capture evidence, and document fixes.","Issue reproduced or validated, fix/result documented, and evidence linked.","Lead","1","Canonicalized from FULL 202-row scope lock.","debug","debug_now","P2","medium","Task60","CycleBorn/**;CycleBorn/Vlifecycle.csproj","**/Commands/**/*.cs|**/*Command*.cs|**/Services/**/*.cs|**/*Service*.cs|**/*System*.cs|**/Plugin.cs|**/Models/**/*.cs|**/Data/**/*.cs|**/*Model*.cs|**/*Data*.cs|**/*.csproj","planned"
"System","Phase 6: Exit Logic + Review Pass 4","62","Debug Work","Global","Global","FeatureItem","Task62","Debug and validate","Debug implementation and integration issues for this scope, capture evidence, and document fixes.","Issue reproduced or validated, fix/result documented, and evidence linked.","GameplayDev","3","Canonicalized from FULL 202-row scope lock.","debug","debug_now","P2","medium","Task56","Core/**;Bluelock/**;CycleBorn/**","**/Commands/**/*.cs|**/*Command*.cs|**/Services/**/*.cs|**/*Service*.cs|**/*System*.cs|**/Plugin.cs|**/Models/**/*.cs|**/Data/**/*.cs|**/*Model*.cs|**/*Data*.cs|**/*.csproj","planned"
"System","Phase 6: Exit Logic + Review Pass 4","63","Debug Work","Global","Global","FeatureItem","Task63","Debug and validate","Debug implementation and integration issues for this scope, capture evidence, and document fixes.","Issue reproduced or validated, fix/result documented, and evidence linked.","GameplayDev","3","Canonicalized from FULL 202-row scope lock.","debug","debug_now","P2","medium","Task62","Core/**;Bluelock/**;CycleBorn/**","**/Commands/**/*.cs|**/*Command*.cs|**/Services/**/*.cs|**/*Service*.cs|**/*System*.cs|**/Plugin.cs|**/Models/**/*.cs|**/Data/**/*.cs|**/*Model*.cs|**/*Data*.cs|**/*.csproj","planned"
"System","Phase 6: Exit Logic + Review Pass 4","64","Debug Work","Global","Global","FeatureItem","Task64","Debug and validate","Debug implementation and integration issues for this scope, capture evidence, and document fixes.","Issue reproduced or validated, fix/result documented, and evidence linked.","GameplayDev","3","Canonicalized from FULL 202-row scope lock.","debug","debug_now","P2","medium","Task63","Core/**;Bluelock/**;CycleBorn/**","**/Commands/**/*.cs|**/*Command*.cs|**/Services/**/*.cs|**/*Service*.cs|**/*System*.cs|**/Plugin.cs|**/Models/**/*.cs|**/Data/**/*.cs|**/*Model*.cs|**/*Data*.cs|**/*.csproj","planned"
"System","Phase 6: Exit Logic + Review Pass 4","65","Debug Work","Global","Global","FeatureItem","Task65","Debug and validate","Debug implementation and integration issues for this scope, capture evidence, and document fixes.","Issue reproduced or validated, fix/result documented, and evidence linked.","GameplayDev","3","Canonicalized from FULL 202-row scope lock.","debug","debug_now","P2","medium","Task64","Core/**;Bluelock/**;CycleBorn/**","**/Commands/**/*.cs|**/*Command*.cs|**/Services/**/*.cs|**/*Service*.cs|**/*System*.cs|**/Plugin.cs|**/Models/**/*.cs|**/Data/**/*.cs|**/*Model*.cs|**/*Data*.cs|**/*.csproj","planned"
"System","Phase 6: Exit Logic + Review Pass 4","66","Debug Work","Global","Global","FeatureItem","Task66","Debug and validate","Debug implementation and integration issues for this scope, capture evidence, and document fixes.","Issue reproduced or validated, fix/result documented, and evidence linked.","GameplayDev","3","Canonicalized from FULL 202-row scope lock.","debug","debug_now","P2","medium","Task65","Core/**;Bluelock/**;CycleBorn/**","**/Commands/**/*.cs|**/*Command*.cs|**/Services/**/*.cs|**/*Service*.cs|**/*System*.cs|**/Plugin.cs|**/Models/**/*.cs|**/Data/**/*.cs|**/*Model*.cs|**/*Data*.cs|**/*.csproj","planned"
"System","Phase 6: Exit Logic + Review Pass 4","67","Debug Work","Global","Global","FeatureItem","Task67","Debug and validate","Debug implementation and integration issues for this scope, capture evidence, and document fixes.","Issue reproduced or validated, fix/result documented, and evidence linked.","GameplayDev","3","Canonicalized from FULL 202-row scope lock.","debug","debug_now","P2","medium","Task66","Core/**;Bluelock/**;CycleBorn/**","**/Commands/**/*.cs|**/*Command*.cs|**/Services/**/*.cs|**/*Service*.cs|**/*System*.cs|**/Plugin.cs|**/Models/**/*.cs|**/Data/**/*.cs|**/*Model*.cs|**/*Data*.cs|**/*.csproj","planned"
"System","Phase 6: Exit Logic + Review Pass 4","68","Debug Work","Global","Global","FeatureItem","Task68","Debug and validate","Debug implementation and integration issues for this scope, capture evidence, and document fixes.","Issue reproduced or validated, fix/result documented, and evidence linked.","GameplayDev","3","Canonicalized from FULL 202-row scope lock.","debug","debug_now","P2","medium","Task67","Core/**;Bluelock/**;CycleBorn/**","**/Commands/**/*.cs|**/*Command*.cs|**/Services/**/*.cs|**/*Service*.cs|**/*System*.cs|**/Plugin.cs|**/Models/**/*.cs|**/Data/**/*.cs|**/*Model*.cs|**/*Data*.cs|**/*.csproj","planned"
"System","Phase 6: Exit Logic + Review Pass 4","69","Debug Work","Global","Global","FeatureItem","Task69","Debug and validate","Debug implementation and integration issues for this scope, capture evidence, and document fixes.","Issue reproduced or validated, fix/result documented, and evidence linked.","GameplayDev","3","Canonicalized from FULL 202-row scope lock.","debug","debug_now","P2","medium","Task68","Core/**;Bluelock/**;CycleBorn/**","**/Commands/**/*.cs|**/*Command*.cs|**/Services/**/*.cs|**/*Service*.cs|**/*System*.cs|**/Plugin.cs|**/Models/**/*.cs|**/Data/**/*.cs|**/*Model*.cs|**/*Data*.cs|**/*.csproj","planned"
"Cross-Project Review","Phase 6: Exit Logic + Review Pass 4","70","Debug Work","Swapkits","Project","RoadmapItem","Task70","Debug and validate","Debug implementation and integration issues for this scope, capture evidence, and document fixes.","Issue reproduced or validated, fix/result documented, and evidence linked.","Lead","1","Canonicalized from FULL 202-row scope lock.","debug","debug_now","P2","medium","Task61","Swapkits/**;Swapkits/Swapkits.csproj","**/Commands/**/*.cs|**/*Command*.cs|**/Services/**/*.cs|**/*Service*.cs|**/*System*.cs|**/Plugin.cs|**/Models/**/*.cs|**/Data/**/*.cs|**/*Model*.cs|**/*Data*.cs|**/*.csproj","planned"
"Cross-Project Review","Phase 6: Exit Logic + Review Pass 4","71","Debug Work","Swapkits","Project","RoadmapItem","Task71","Debug and validate","Debug implementation and integration issues for this scope, capture evidence, and document fixes.","Issue reproduced or validated, fix/result documented, and evidence linked.","Lead","1","Canonicalized from FULL 202-row scope lock.","debug","debug_now","P2","medium","Task70","Swapkits/**;Swapkits/Swapkits.csproj","**/Commands/**/*.cs|**/*Command*.cs|**/Services/**/*.cs|**/*Service*.cs|**/*System*.cs|**/Plugin.cs|**/Models/**/*.cs|**/Data/**/*.cs|**/*Model*.cs|**/*Data*.cs|**/*.csproj","planned"
"Cross-Project Review","Phase 6: Exit Logic + Review Pass 4","72","Debug Work","Swapkits","Project","RoadmapItem","Task72","Debug and validate","Debug implementation and integration issues for this scope, capture evidence, and document fixes.","Issue reproduced or validated, fix/result documented, and evidence linked.","Lead","1","Canonicalized from FULL 202-row scope lock.","debug","debug_now","P2","medium","Task71","Swapkits/**;Swapkits/Swapkits.csproj","**/Commands/**/*.cs|**/*Command*.cs|**/Services/**/*.cs|**/*Service*.cs|**/*System*.cs|**/Plugin.cs|**/Models/**/*.cs|**/Data/**/*.cs|**/*Model*.cs|**/*Data*.cs|**/*.csproj","planned"
"Cross-Project Review","Phase 6: Exit Logic + Review Pass 4","73","Debug Work","Swapkits","Project","RoadmapItem","Task73","Debug and validate","Debug implementation and integration issues for this scope, capture evidence, and document fixes.","Issue reproduced or validated, fix/result documented, and evidence linked.","Lead","1","Canonicalized from FULL 202-row scope lock.","debug","debug_now","P2","medium","Task72","Swapkits/**;Swapkits/Swapkits.csproj","**/Commands/**/*.cs|**/*Command*.cs|**/Services/**/*.cs|**/*Service*.cs|**/*System*.cs|**/Plugin.cs|**/Models/**/*.cs|**/Data/**/*.cs|**/*Model*.cs|**/*Data*.cs|**/*.csproj","planned"
"Cross-Project Review","Phase 6: Exit Logic + Review Pass 4","74","Debug Work","Swapkits","Project","RoadmapItem","Task74","Debug and validate","Debug implementation and integration issues for this scope, capture evidence, and document fixes.","Issue reproduced or validated, fix/result documented, and evidence linked.","Lead","1","Canonicalized from FULL 202-row scope lock.","debug","debug_now","P2","medium","Task73","Swapkits/**;Swapkits/Swapkits.csproj","**/Commands/**/*.cs|**/*Command*.cs|**/Services/**/*.cs|**/*Service*.cs|**/*System*.cs|**/Plugin.cs|**/Models/**/*.cs|**/Data/**/*.cs|**/*Model*.cs|**/*Data*.cs|**/*.csproj","planned"
"System","Phase 7: Edge Cases + Review Pass 5","75","Debug Work","Global","Global","FeatureItem","Task75","Debug and validate","Debug implementation and integration issues for this scope, capture evidence, and document fixes.","Issue reproduced or validated, fix/result documented, and evidence linked.","GameplayDev","3","Canonicalized from FULL 202-row scope lock.","debug","debug_now","P2","medium","Task69","Core/**;Bluelock/**;CycleBorn/**","**/Commands/**/*.cs|**/*Command*.cs|**/Services/**/*.cs|**/*Service*.cs|**/*System*.cs|**/Plugin.cs|**/Models/**/*.cs|**/Data/**/*.cs|**/*Model*.cs|**/*Data*.cs|**/*.csproj","planned"
"System","Phase 7: Edge Cases + Review Pass 5","76","Debug Work","Global","Global","FeatureItem","Task76","Debug and validate","Debug implementation and integration issues for this scope, capture evidence, and document fixes.","Issue reproduced or validated, fix/result documented, and evidence linked.","GameplayDev","3","Canonicalized from FULL 202-row scope lock.","debug","debug_now","P2","medium","Task75","Core/**;Bluelock/**;CycleBorn/**","**/Commands/**/*.cs|**/*Command*.cs|**/Services/**/*.cs|**/*Service*.cs|**/*System*.cs|**/Plugin.cs|**/Models/**/*.cs|**/Data/**/*.cs|**/*Model*.cs|**/*Data*.cs|**/*.csproj","planned"
"System","Phase 7: Edge Cases + Review Pass 5","77","Debug Work","Global","Global","FeatureItem","Task77","Debug and validate","Debug implementation and integration issues for this scope, capture evidence, and document fixes.","Issue reproduced or validated, fix/result documented, and evidence linked.","GameplayDev","3","Canonicalized from FULL 202-row scope lock.","debug","debug_now","P2","medium","Task76","Core/**;Bluelock/**;CycleBorn/**","**/Commands/**/*.cs|**/*Command*.cs|**/Services/**/*.cs|**/*Service*.cs|**/*System*.cs|**/Plugin.cs|**/Models/**/*.cs|**/Data/**/*.cs|**/*Model*.cs|**/*Data*.cs|**/*.csproj","planned"
"System","Phase 7: Edge Cases + Review Pass 5","78","Debug Work","Global","Global","FeatureItem","Task78","Debug and validate","Debug implementation and integration issues for this scope, capture evidence, and document fixes.","Issue reproduced or validated, fix/result documented, and evidence linked.","GameplayDev","3","Canonicalized from FULL 202-row scope lock.","debug","debug_now","P2","medium","Task77","Core/**;Bluelock/**;CycleBorn/**","**/Commands/**/*.cs|**/*Command*.cs|**/Services/**/*.cs|**/*Service*.cs|**/*System*.cs|**/Plugin.cs|**/Models/**/*.cs|**/Data/**/*.cs|**/*Model*.cs|**/*Data*.cs|**/*.csproj","planned"
"System","Phase 7: Edge Cases + Review Pass 5","79","Debug Work","Global","Global","FeatureItem","Task79","Debug and validate","Debug implementation and integration issues for this scope, capture evidence, and document fixes.","Issue reproduced or validated, fix/result documented, and evidence linked.","GameplayDev","3","Canonicalized from FULL 202-row scope lock.","debug","debug_now","P2","medium","Task78","Core/**;Bluelock/**;CycleBorn/**","**/Commands/**/*.cs|**/*Command*.cs|**/Services/**/*.cs|**/*Service*.cs|**/*System*.cs|**/Plugin.cs|**/Models/**/*.cs|**/Data/**/*.cs|**/*Model*.cs|**/*Data*.cs|**/*.csproj","planned"
"System","Phase 7: Edge Cases + Review Pass 5","80","Debug Work","Global","Global","FeatureItem","Task80","Debug and validate","Debug implementation and integration issues for this scope, capture evidence, and document fixes.","Issue reproduced or validated, fix/result documented, and evidence linked.","GameplayDev","3","Canonicalized from FULL 202-row scope lock.","debug","debug_now","P2","medium","Task79","Core/**;Bluelock/**;CycleBorn/**","**/Commands/**/*.cs|**/*Command*.cs|**/Services/**/*.cs|**/*Service*.cs|**/*System*.cs|**/Plugin.cs|**/Models/**/*.cs|**/Data/**/*.cs|**/*Model*.cs|**/*Data*.cs|**/*.csproj","planned"
"System","Phase 7: Edge Cases + Review Pass 5","81","Debug Work","Global","Global","FeatureItem","Task81","Debug and validate","Debug implementation and integration issues for this scope, capture evidence, and document fixes.","Issue reproduced or validated, fix/result documented, and evidence linked.","GameplayDev","3","Canonicalized from FULL 202-row scope lock.","debug","debug_now","P2","medium","Task80","Core/**;Bluelock/**;CycleBorn/**","**/Commands/**/*.cs|**/*Command*.cs|**/Services/**/*.cs|**/*Service*.cs|**/*System*.cs|**/Plugin.cs|**/Models/**/*.cs|**/Data/**/*.cs|**/*Model*.cs|**/*Data*.cs|**/*.csproj","planned"
"Cross-Project Review","Phase 7: Edge Cases + Review Pass 5","82","Debug Work","VAutoTraps","Project","RoadmapItem","Task82","Debug and validate","Debug implementation and integration issues for this scope, capture evidence, and document fixes.","Issue reproduced or validated, fix/result documented, and evidence linked.","Lead","1","Canonicalized from FULL 202-row scope lock.","debug","debug_now","P2","medium","Task74","VAutoTraps/**;VAutoTraps/VAutoTraps.csproj","**/Commands/**/*.cs|**/*Command*.cs|**/Services/**/*.cs|**/*Service*.cs|**/*System*.cs|**/Plugin.cs|**/Models/**/*.cs|**/Data/**/*.cs|**/*Model*.cs|**/*Data*.cs|**/*.csproj","planned"
"Cross-Project Review","Phase 7: Edge Cases + Review Pass 5","83","Debug Work","VAutoTraps","Project","RoadmapItem","Task83","Debug and validate","Debug implementation and integration issues for this scope, capture evidence, and document fixes.","Issue reproduced or validated, fix/result documented, and evidence linked.","Lead","1","Canonicalized from FULL 202-row scope lock.","debug","debug_now","P2","medium","Task82","VAutoTraps/**;VAutoTraps/VAutoTraps.csproj","**/Commands/**/*.cs|**/*Command*.cs|**/Services/**/*.cs|**/*Service*.cs|**/*System*.cs|**/Plugin.cs|**/Models/**/*.cs|**/Data/**/*.cs|**/*Model*.cs|**/*Data*.cs|**/*.csproj","planned"
"Cross-Project Review","Phase 7: Edge Cases + Review Pass 5","84","Debug Work","VAutoTraps","Project","RoadmapItem","Task84","Debug and validate","Debug implementation and integration issues for this scope, capture evidence, and document fixes.","Issue reproduced or validated, fix/result documented, and evidence linked.","Lead","1","Canonicalized from FULL 202-row scope lock.","debug","debug_now","P2","medium","Task83","VAutoTraps/**;VAutoTraps/VAutoTraps.csproj","**/Commands/**/*.cs|**/*Command*.cs|**/Services/**/*.cs|**/*Service*.cs|**/*System*.cs|**/Plugin.cs|**/Models/**/*.cs|**/Data/**/*.cs|**/*Model*.cs|**/*Data*.cs|**/*.csproj","planned"
"Cross-Project Review","Phase 7: Edge Cases + Review Pass 5","85","Debug Work","VAutoTraps","Project","RoadmapItem","Task85","Debug and validate","Debug implementation and integration issues for this scope, capture evidence, and document fixes.","Issue reproduced or validated, fix/result documented, and evidence linked.","Lead","1","Canonicalized from FULL 202-row scope lock.","debug","debug_now","P2","medium","Task84","VAutoTraps/**;VAutoTraps/VAutoTraps.csproj","**/Commands/**/*.cs|**/*Command*.cs|**/Services/**/*.cs|**/*Service*.cs|**/*System*.cs|**/Plugin.cs|**/Models/**/*.cs|**/Data/**/*.cs|**/*Model*.cs|**/*Data*.cs|**/*.csproj","planned"
"Cross-Project Review","Phase 7: Edge Cases + Review Pass 5","86","Debug Work","VAutoTraps","Project","RoadmapItem","Task86","Debug and validate","Debug implementation and integration issues for this scope, capture evidence, and document fixes.","Issue reproduced or validated, fix/result documented, and evidence linked.","Lead","1","Canonicalized from FULL 202-row scope lock.","debug","debug_now","P2","medium","Task85","VAutoTraps/**;VAutoTraps/VAutoTraps.csproj","**/Commands/**/*.cs|**/*Command*.cs|**/Services/**/*.cs|**/*Service*.cs|**/*System*.cs|**/Plugin.cs|**/Models/**/*.cs|**/Data/**/*.cs|**/*Model*.cs|**/*Data*.cs|**/*.csproj","planned"
"System","Phase 8: Testing + Review Synthesis","87","Debug Work","Global","Global","FeatureItem","Task87","Debug and validate","Debug implementation and integration issues for this scope, capture evidence, and document fixes.","Issue reproduced or validated, fix/result documented, and evidence linked.","GameplayDev","3","Canonicalized from FULL 202-row scope lock.","debug","debug_now","P2","medium","Task81","Core/**;Bluelock/**;CycleBorn/**","**/Commands/**/*.cs|**/*Command*.cs|**/Services/**/*.cs|**/*Service*.cs|**/*System*.cs|**/Plugin.cs|**/Models/**/*.cs|**/Data/**/*.cs|**/*Model*.cs|**/*Data*.cs|**/*.csproj","planned"
"System","Phase 8: Testing + Review Synthesis","88","Debug Work","Global","Global","FeatureItem","Task88","Debug and validate","Debug implementation and integration issues for this scope, capture evidence, and document fixes.","Issue reproduced or validated, fix/result documented, and evidence linked.","GameplayDev","3","Canonicalized from FULL 202-row scope lock.","debug","debug_now","P2","medium","Task87","Core/**;Bluelock/**;CycleBorn/**","**/Commands/**/*.cs|**/*Command*.cs|**/Services/**/*.cs|**/*Service*.cs|**/*System*.cs|**/Plugin.cs|**/Models/**/*.cs|**/Data/**/*.cs|**/*Model*.cs|**/*Data*.cs|**/*.csproj","planned"
"System","Phase 8: Testing + Review Synthesis","89","Debug Work","Global","Global","FeatureItem","Task89","Debug and validate","Debug implementation and integration issues for this scope, capture evidence, and document fixes.","Issue reproduced or validated, fix/result documented, and evidence linked.","GameplayDev","3","Canonicalized from FULL 202-row scope lock.","debug","debug_now","P2","medium","Task88","Core/**;Bluelock/**;CycleBorn/**","**/Commands/**/*.cs|**/*Command*.cs|**/Services/**/*.cs|**/*Service*.cs|**/*System*.cs|**/Plugin.cs|**/Models/**/*.cs|**/Data/**/*.cs|**/*Model*.cs|**/*Data*.cs|**/*.csproj","planned"
